Num.,polymer name,m1,c1,m2,c2,Size_pred,PDI_pred,EE_pred,NDI-Size_pred,NDI-PDI_pred,NDI-EE_pred,Deff_pred,logTE_pred
402,,PPG,561,PEG,66,109.0,0.42669999999999997,10.400000000000006,1.204820530275,1.2829440890039585,0.5204960703849792,0.18293406069278717,4.6390686890285835
403,,PPG,399,PEG,586,77.5,0.07849999999999999,84.2,1.156393335965,3.196288332511184,0.9322034120559692,0.5534042716026306,5.857215602595615
404,,PPG,211,PEG,418,77.5,0.060399999999999995,88.5,1.1602409143099999,3.175962082352666,0.9318186640739441,0.5740095973014832,5.918995957914309
405,,PPG,334,PEG,857,77.5,0.07819999999999999,88.5,1.136002693175,2.496700487737343,0.9340671896934509,0.5774606466293335,5.940085230078638
406,,PPG,898,PEG,612,125.0,0.2367999999999999,84.2,1.06275667852,1.2692250212496816,0.8505036234855652,0.3604162633419037,5.659946930530837
407,,PPG,649,PEG,423,125.0,0.2282999999999999,84.2,1.120503897035,1.3581093104491664,0.8505036234855652,0.3604162633419037,5.621532932102782
408,,PPG,859,PEG,715,87.5,0.09289999999999995,84.2,1.1026275418550002,1.1747361528980536,0.9480200409889221,0.46266135573387146,6.033465982958447
409,,PPG,986,PEG,926,87.5,0.07949999999999999,84.2,1.0873877991649998,1.2189249195287877,0.9373915195465088,0.5409954786300659,6.0410320623757805
410,,PPG,33,PEG,885,74.75,0.10849999999999999,92.5,1.17224616094,2.386842980988334,0.8549312949180603,0.3732522428035736,5.83405017384491
411,,PPG,549,PEG,913,77.5,0.0783,88.5,1.15666105782,3.191208967434101,0.9322034120559692,0.5534111261367798,5.920213518421059
412,,PPG,452,PEG,796,77.5,0.0783,88.5,1.155053014805,3.1702955084460474,0.9322034120559692,0.5698390603065491,5.920213518421059
413,,PPG,167,PEG,657,96.0,0.06229999999999998,92.6,1.1559204409200001,2.397735447487496,0.9281814694404602,0.6165409684181213,5.937458335154531
414,,PPG,795,PEG,11,125.0,0.4337000000000001,93.3,1.1244043394749998,1.7997689235422576,0.5046201944351196,0.20374540984630585,4.66557474725825
415,,PPG,232,PEG,90,125.0,0.27269999999999994,33.6,1.0502437927600003,1.5039913061517,0.7952690124511719,0.24636533856391907,5.5680083317489695
416,,PPG,877,PEG,191,125.0,0.35019999999999996,33.6,1.0203172754400005,1.4364816515804357,0.8157683610916138,0.24337857961654663,5.540950329150469
417,,PPG,227,PEG,64,125.0,0.3054,33.6,0.9983488082650005,1.4737183003319536,0.7952690124511719,0.24636533856391907,5.548568332360886
418,,PPG,147,PEG,89,125.0,0.1926,84.2,1.186900964565,1.5492678783037883,0.8347395062446594,0.30759575963020325,5.619973944724597
419,,PPG,192,PEG,540,77.5,0.06029999999999999,88.5,1.136254702315,2.4998571435826764,0.9340671896934509,0.5774606466293335,5.9377544562990305
420,,PPG,308,PEG,733,77.5,0.07819999999999999,88.5,1.137370031785,2.496700487737343,0.9340671896934509,0.5774606466293335,5.942411137808638
421,,PPG,759,PEG,671,87.5,0.0879,84.2,1.0877965984699998,1.197622137597714,0.9501041769981384,0.5399951934814453,6.033465982958447
422,,PPG,416,PEG,569,77.5,0.07849999999999999,84.2,1.15686891853,3.206824840445601,0.9246906042098999,0.4872141480445862,5.857215602595615
423,,PPG,30,PEG,326,80.61538461538461,0.05410000000000002,88.5,1.0386682569350003,2.2836404108507566,0.8626586198806763,0.33734697103500366,5.993696483608222
424,,PPG,308,PEG,363,77.5,0.0696,84.2,1.099606073685,1.4230317779912636,0.9345209002494812,0.5538850426673889,5.9452875572933515
425,,PPG,822,PEG,246,125.0,0.3343999999999999,33.6,1.0260935832350004,1.4564060285025549,0.8044216632843018,0.26154354214668274,5.546612519202287
426,,PPG,949,PEG,258,125.0,0.3343999999999999,33.6,1.0215547171750003,1.445356876304269,0.8044216632843018,0.26154354214668274,5.546612519202287
427,,PPG,302,PEG,277,87.5,0.062299999999999994,84.2,1.0881186505849998,1.2194222000267043,0.9501041769981384,0.5399951934814453,6.03899735920778
428,,PPG,158,PEG,498,77.5,0.05470000000000004,83.1,1.1408110083250003,2.528493585382105,1.0055807828903198,0.601908266544342,5.860701379581697
429,,PPG,983,PEG,967,87.5,0.08049999999999999,84.2,1.087697826265,1.259173604573325,0.9373915195465088,0.5409954786300659,6.0410320623757805
430,,PPG,884,PEG,153,397.0,0.36539999999999995,33.6,1.0150362415950005,1.4835263337772262,0.7907519936561584,0.2277042418718338,5.542073242335469
431,,PPG,312,PEG,373,77.5,0.0678,84.2,1.098832218645,1.3889329619909896,0.9345209002494812,0.5538850426673889,5.9476943133633515
432,,PPG,901,PEG,803,87.5,0.0879,84.2,1.0877965984699998,1.197622137597714,0.9501041769981384,0.5399951934814453,6.033465982958447
433,,PPG,699,PEG,412,125.0,0.2375999999999999,84.2,1.1920642398849999,1.5031424887799558,0.8458985090255737,0.3532657325267792,5.624117881595726
434,,PPG,424,PEG,584,77.5,0.07849999999999999,84.2,1.1578490321650001,3.206824840445601,0.9322034120559692,0.5534042716026306,5.857215602595615
435,,PPG,236,PEG,821,77.5,0.08080000000000002,11.700000000000003,1.1326881206600001,2.450204415623369,1.0055807828903198,0.5723193883895874,5.832329198364503
436,,PPG,985,PEG,693,125.0,0.2367999999999999,84.2,1.0634903419150001,1.2692250212496816,0.8505036234855652,0.36596816778182983,5.659946930530837
437,,PPG,156,PEG,216,77.5,0.055400000000000005,84.2,1.1255050955049999,3.191751248359232,0.9391213059425354,0.5177392959594727,5.887911727280229
438,,PPG,341,PEG,971,77.5,0.07819999999999999,88.5,1.136254702315,2.4998571435826764,0.9340671896934509,0.5774606466293335,5.938051041635781
439,,PPG,766,PEG,118,396.0,0.4341999999999997,48.099999999999994,1.0381018900400003,1.238369751151643,0.638333261013031,0.17833127081394196,4.650404951937084
440,,PPG,496,PEG,739,77.5,0.07849999999999999,84.2,1.156393335965,3.196288332511184,0.9322034120559692,0.5534042716026306,5.857215602595615
441,,PPG,480,PEG,773,77.5,0.07849999999999999,88.5,1.15529997525,3.191208967434101,0.9322034120559692,0.5534111261367798,5.920213518421059
442,,PPG,953,PEG,889,87.5,0.07949999999999999,84.2,1.0873877991649998,1.2189249195287877,0.9373915195465088,0.5409954786300659,6.0410320623757805
443,,PPG,584,PEG,837,77.5,0.07849999999999999,84.2,1.1578490321650001,3.2058776182239344,0.9322034120559692,0.5534042716026306,5.857215602595615
444,,PPG,340,PEG,363,77.5,0.06779999999999999,84.2,1.10026662357,1.4153815972275137,0.9345209002494812,0.5416015386581421,5.9452875572933515
445,,PPG,350,PEG,704,77.5,0.07809999999999999,88.5,1.14125437681,2.500623348433639,0.9318186640739441,0.5740095973014832,5.947614971220805
446,,PPG,781,PEG,722,87.5,0.07949999999999999,84.2,1.0873877991649998,1.2189249195287877,0.9501041769981384,0.5399951934814453,6.0410320623757805
447,,PPG,349,PEG,755,77.5,0.07799999999999999,88.5,1.137340099645,2.489964618279139,0.9340671896934509,0.5774606466293335,5.940368311608638
448,,PPG,720,PEG,972,77.5,0.07849999999999999,84.2,1.146324365275,3.206824840445601,0.9246906042098999,0.4872141480445862,5.887166280443949
449,,PPG,932,PEG,0,125.0,0.4297000000000001,93.3,1.1244043394749998,1.7997689235422576,0.5002654790878296,0.21646426618099213,4.66141206783075
450,,PPG,945,PEG,566,125.0,0.2375999999999999,84.2,1.1920642398849999,1.5031424887799558,0.8458985090255737,0.3532657325267792,5.624117881595726
451,,PPG,43,PEG,462,80.61538461538461,0.060999999999999985,88.5,1.0994361116050002,2.2965746453572584,0.855320155620575,0.3807220757007599,5.908412939851141
452,,PPG,148,PEG,502,77.5,0.06340000000000003,11.700000000000003,1.1334990312100002,2.450204415623369,1.0055807828903198,0.5797597169876099,5.835579124189753
453,,PPG,996,PEG,534,125.0,0.24099999999999985,84.2,1.1918343548299999,1.5031424887799558,0.7974821925163269,0.26154354214668274,5.586836435332173
454,,PPG,529,PEG,656,77.5,0.08549999999999999,84.2,1.098283538685,1.409956994631071,0.9321917295455933,0.5647895932197571,5.950106043861352
455,,PPG,167,PEG,319,77.5,0.060399999999999995,88.5,1.15347889534,3.146511395629928,0.9312310218811035,0.5688052773475647,5.918995957914309
456,,PPG,764,PEG,633,87.5,0.09289999999999995,84.2,1.1026275418550002,1.1747361528980536,0.9480200409889221,0.4745093286037445,6.033465982958447
457,,PPG,687,PEG,178,125.0,0.35019999999999996,33.6,1.0215547171750003,1.445317283542269,0.811000406742096,0.26154354214668274,5.546612519202287
458,,PPG,162,PEG,324,77.5,0.06019999999999999,88.5,1.14332024251,2.4481438806984426,0.9318186640739441,0.5740095973014832,5.947318385884055
459,,PPG,289,PEG,23,109.0,0.40439999999999987,10.400000000000006,1.20246670324,1.3643594674498534,0.5075362920761108,0.1894834190607071,4.655095350343584
460,,PPG,849,PEG,898,77.5,0.0847,84.2,1.10026662357,1.4153815972275137,0.9373915195465088,0.5416015386581421,5.945231362881351
461,,PPG,343,PEG,471,77.5,0.07849999999999999,84.2,1.1578490321650001,3.206824840445601,0.9246906042098999,0.4872141480445862,5.857215602595615
462,,PPG,458,PEG,781,77.5,0.0783,88.5,1.155053014805,3.1702955084460474,0.9322034120559692,0.5534111261367798,5.920213518421059
463,,PPG,15,PEG,214,74.75,0.09679999999999997,93.4,1.0989346082,2.1191883279284767,0.8668562769889832,0.288767009973526,5.942263624624606
464,,PPG,5,PEG,812,74.75,0.09249999999999997,92.5,1.273094298885,2.386842980988334,0.6855288743972778,0.34979182481765747,5.327472739779765
465,,PPG,858,PEG,796,87.5,0.07949999999999999,84.2,1.0873877991649998,1.2189249195287877,0.9501041769981384,0.5399951934814453,6.0410320623757805
466,,PPG,21,PEG,695,74.75,0.09249999999999997,92.5,1.1740416653299999,2.386842980988334,0.853566586971283,0.3560405969619751,5.829570689390131
467,,PPG,737,PEG,764,87.5,0.08049999999999999,84.2,1.0902810325449999,1.2846158326190236,0.9373915195465088,0.5416015386581421,6.0410320623757805
468,,PPG,498,PEG,296,125.0,0.2375999999999999,84.2,1.1920642398849999,1.5031424887799558,0.8458985090255737,0.3532657325267792,5.624117881595726
469,,PPG,308,PEG,761,77.5,0.07819999999999999,88.5,1.136002693175,2.496700487737343,0.9340671896934509,0.5774606466293335,5.940085230078638
470,,PPG,764,PEG,318,125.0,0.2581999999999999,84.2,1.1740217435249998,1.5025201161097477,0.8044216632843018,0.26154354214668274,5.579835375407173
471,,PPG,285,PEG,81,125.0,0.3054,33.6,1.0011924118650004,1.4754667740811205,0.8019242882728577,0.23367908596992493,5.543384992633386
472,,PPG,183,PEG,138,457.0,0.2617,84.2,1.022476658345,1.1336892791298325,0.946125328540802,0.37116768956184387,5.783742990634667
473,,PPG,671,PEG,650,87.5,0.07999999999999999,84.2,1.087697826265,1.236370717283093,0.9373915195465088,0.5409954786300659,6.0410320623757805
474,,PPG,515,PEG,59,109.0,0.4149999999999999,10.400000000000006,1.204694175385,1.3110895269018035,0.5046201944351196,0.19382864236831665,4.655095350343584
475,,PPG,93,PEG,602,80.61538461538461,0.0628,85.7,1.080181724505,2.422340858730741,0.8707743287086487,0.39212968945503235,5.902720925241514
476,,PPG,226,PEG,910,96.0,0.08019999999999998,92.6,1.155414111805,2.397735447487496,0.9281814694404602,0.6165409684181213,5.937754920491281
477,,PPG,13,PEG,720,74.75,0.09249999999999997,92.5,1.17692935197,2.386842980988334,0.853566586971283,0.3560405969619751,5.829570689390131
478,,PPG,380,PEG,311,357.0,0.2233999999999999,84.2,1.085298743105,1.090771477170607,0.9480200409889221,0.4745093286037445,5.724343834892294
479,,PPG,415,PEG,859,77.5,0.07799999999999999,88.5,1.137462050865,2.489964618279139,0.9318186640739441,0.5740095973014832,5.939509141846639
480,,PPG,492,PEG,25,125.0,0.40690000000000004,93.3,1.13219966777,1.6676452654125915,0.5046201944351196,0.20400503277778625,4.66886017757825
481,,PPG,94,PEG,819,80.61538461538461,0.0807,85.7,1.0972800709850004,2.417417543951455,0.8571379780769348,0.39081308245658875,5.8741211268378555
482,,PPG,12,PEG,160,80.61538461538461,0.10880000000000004,88.5,1.0662620281750004,1.9839181285104999,0.8882920145988464,0.2895628809928894,5.980545921193463
483,,PPG,232,PEG,169,125.0,0.19240000000000002,84.2,1.06262133723,1.2654377174984077,0.8457736372947693,0.3628244400024414,5.659946930530837
484,,PPG,98,PEG,545,96.0,0.06819999999999997,85.7,1.127314998365,2.3667868331409867,0.9050551056861877,0.5817309021949768,5.918299549781122
485,,PPG,198,PEG,186,87.5,0.057600000000000026,84.2,1.0549604313899998,1.2194343143942636,0.9443094730377197,0.5088930130004883,6.150408020108817
486,,PPG,967,PEG,606,125.0,0.2375999999999999,84.2,1.1875593542549998,1.4899329738100748,0.8505036234855652,0.3532657325267792,5.624117881595726
487,,PPG,149,PEG,780,96.0,0.08219999999999997,92.6,1.1036309608500001,2.378397970017951,0.8717961311340332,0.672348141670227,6.028185625172966
488,,PPG,776,PEG,551,125.0,0.2367999999999999,84.2,1.0634903419150001,1.2648974515255151,0.8505036234855652,0.36596816778182983,5.659946930530837
489,,PPG,345,PEG,475,77.5,0.07849999999999999,84.2,1.1578490321650001,3.206824840445601,0.9322034120559692,0.5534042716026306,5.857215602595615
490,,PPG,261,PEG,859,77.5,0.07290000000000002,83.1,1.1374503369150002,2.5252057065937716,1.0055807828903198,0.5797597169876099,5.8615972488904475
491,,PPG,965,PEG,746,357.0,0.24599999999999989,84.2,1.0779525452,1.0939380878986071,0.9424911737442017,0.4742201566696167,5.733559868699071
492,,PPG,341,PEG,956,77.5,0.07819999999999999,88.5,1.136254702315,2.4998571435826764,0.9340671896934509,0.5774606466293335,5.938051041635781
493,,PPG,634,PEG,525,87.5,0.09289999999999995,84.2,1.1026275418550002,1.1747361528980536,0.9480200409889221,0.4745093286037445,6.033465982958447
494,,PPG,444,PEG,899,77.5,0.07809999999999999,88.5,1.14125437681,2.500623348433639,0.9318186640739441,0.5740095973014832,5.947614971220805
