Target,Train_R2,Train_MAE,Train_MSE,Train_RMSE,Train_MAPE,Train_MEDAE,Test_R2,Test_MAE,Test_MSE,Test_RMSE,Test_MAPE,Test_MEDAE,Best_Params
logTE,0.9567559924731741,0.08382090965136994,0.011415264419985,0.10684224080383657,0.015832232561102767,0.08167850734588189,0.7958417689176159,0.18255973526564453,0.049908633644243326,0.22340240295091573,0.03347513804707112,0.14913714797130995,"{'model__max_depth': 5, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
