Num.,Polymer,TE,logTE,NDI,Size-neb,PDI-neb,EE-Neb,Size,PDI,EE,NDI-Size,NDI-PDI,NDI-EE,Deff,Arms,hydrophilicity,Concentration,MW,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAtomStereoCenters,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_allylic_oxid,fr_amide,fr_ester,fr_ether,fr_lactone,fr_priamide,fr_unbrch_alkane
64,PPG(Mw: 600),31400,4.496929648,4.323008364,129,0.26,62.1,78,0.06,93.5,1.653846154,4.333333333,0.664171123,0.094,1,-1,20,600,8.111111111,0.138888889,-0.560185185,0.435834997,15,76.095,68.031,32,0.074238644,-0.393700042,0.393700042,0.074238644,1.8,2,2,16.31513815,10.4587561,1.828188298,-1.895783728,1.681968913,-2.032560487,4.334973682,0.109859609,1.378783493,2.539538861,18.85475297,4.28445705,3.178884241,3.178884241,2.27005561,1.560025215,1.560025215,1.031595552,1.031595552,0.264223844,0.264223844,0,0,-0.08,9.651484454,4.92,2.175102041,3.92,31.05760276,10.21305479,0,0,0,0,0,0,6.9237372,0,12.71084835,10.21305479,0,0,0,13.02770359,6.606881965,0,0,22.92390314,0,6.9237372,0,40.46,6.103966388,0,6.606881965,0,0,6.9237372,0,0,10.21305479,0,0,16.00462963,0,0,-0.560185185,1.388888889,1,5,2,2,0,0,0,1,2,2,2,0,1,0,0,1,2.140300408,0,-0.6405,18.7666,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,PPG-66-鐢樻补鑱氶啔-12,268000,5.428134794,1.676507892,135,0.23,76.3,74,0.14,96.5,1.824324324,1.642857143,0.790673575,0.088,3,0,1,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,PPG-66-鐢樻补鑱氶啔-12,224000,5.350248018,1.16072553,109,0.3,77.2,75,0.2,97.4,1.453333333,1.5,0.792607803,0.126,3,0,5,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,PPG-66-鐢樻补鑱氶啔-12,179000,5.252853031,1.122865033,106,0.34,73.4,81,0.21,91.2,1.308641975,1.619047619,0.804824561,0.122,3,0,10,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,PPG-66-鐢樻补鑱氶啔-12,223000,5.348304863,0.915310799,110,0.32,75.2,84,0.22,88.6,1.30952381,1.454545455,0.848758465,0.124,3,0,20,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,PVA(Mw: 27K),179000,5.252853031,2.712750076,154,0.26,62.1,86,0.1,91.6,1.790697674,2.6,0.677947598,0.069,1,1,1,27000,7.333333333,0.75,0.75,0.396456387,4,44.053,40.021,18,0.071934729,-0.516216209,0.516216209,0.071934729,2,2,2,16.24221061,11.19246318,1.11190626,-1.412909244,1.256670969,-1.245986448,4.375059121,0.475837238,0.918295834,2.187496097,10.26466251,2.707106781,1.731670646,1.731670646,1.414213562,0.66644718,0.66644718,0.182574186,0.182574186,0,0,0,0,-0.46,2.754887502,2.54,1.54,1.54,19.20882386,5.106527395,0,0,0,0,0,6.578935684,0,0,6.262080448,5.106527395,0,0,0,0,0,12.84101613,0,5.106527395,0,0,12.84101613,20.23,0,0,0,0,6.262080448,0,0,6.578935684,5.106527395,0,0,7.333333333,0,0,0.75,2.916666667,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1.303866667,0,0.6879,12.8258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,PVA(Mw: 27K),192000,5.283301229,2.172958824,146,0.24,63.8,86,0.11,90.3,1.697674419,2.181818182,0.706533776,0.144,1,1,5,27000,7.333333333,0.75,0.75,0.396456387,4,44.053,40.021,18,0.071934729,-0.516216209,0.516216209,0.071934729,2,2,2,16.24221061,11.19246318,1.11190626,-1.412909244,1.256670969,-1.245986448,4.375059121,0.475837238,0.918295834,2.187496097,10.26466251,2.707106781,1.731670646,1.731670646,1.414213562,0.66644718,0.66644718,0.182574186,0.182574186,0,0,0,0,-0.46,2.754887502,2.54,1.54,1.54,19.20882386,5.106527395,0,0,0,0,0,6.578935684,0,0,6.262080448,5.106527395,0,0,0,0,0,12.84101613,0,5.106527395,0,0,12.84101613,20.23,0,0,0,0,6.262080448,0,0,6.578935684,5.106527395,0,0,7.333333333,0,0,0.75,2.916666667,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1.303866667,0,0.6879,12.8258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,PVA(Mw: 27K),107000,5.029383778,2.548273388,141,0.23,63.9,83,0.09,90.5,1.698795181,2.555555556,0.706077348,0.167,1,1,10,27000,7.333333333,0.75,0.75,0.396456387,4,44.053,40.021,18,0.071934729,-0.516216209,0.516216209,0.071934729,2,2,2,16.24221061,11.19246318,1.11190626,-1.412909244,1.256670969,-1.245986448,4.375059121,0.475837238,0.918295834,2.187496097,10.26466251,2.707106781,1.731670646,1.731670646,1.414213562,0.66644718,0.66644718,0.182574186,0.182574186,0,0,0,0,-0.46,2.754887502,2.54,1.54,1.54,19.20882386,5.106527395,0,0,0,0,0,6.578935684,0,0,6.262080448,5.106527395,0,0,0,0,0,12.84101613,0,5.106527395,0,0,12.84101613,20.23,0,0,0,0,6.262080448,0,0,6.578935684,5.106527395,0,0,7.333333333,0,0,0.75,2.916666667,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1.303866667,0,0.6879,12.8258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,PVA(Mw: 27K),121000,5.08278537,2.536664181,138,0.23,64.6,81,0.09,89.4,1.703703704,2.555555556,0.722595078,0.187,1,1,20,27000,7.333333333,0.75,0.75,0.396456387,4,44.053,40.021,18,0.071934729,-0.516216209,0.516216209,0.071934729,2,2,2,16.24221061,11.19246318,1.11190626,-1.412909244,1.256670969,-1.245986448,4.375059121,0.475837238,0.918295834,2.187496097,10.26466251,2.707106781,1.731670646,1.731670646,1.414213562,0.66644718,0.66644718,0.182574186,0.182574186,0,0,0,0,-0.46,2.754887502,2.54,1.54,1.54,19.20882386,5.106527395,0,0,0,0,0,6.578935684,0,0,6.262080448,5.106527395,0,0,0,0,0,12.84101613,0,5.106527395,0,0,12.84101613,20.23,0,0,0,0,6.262080448,0,0,6.578935684,5.106527395,0,0,7.333333333,0,0,0.75,2.916666667,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1.303866667,0,0.6879,12.8258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,T304,226000,5.354108439,1.902067889,120,0.23,64.2,80,0.11,93.2,1.5,2.090909091,0.688841202,0.041,4,0,1,1650,7.874552074,0.132130059,-0.348408523,0.422059748,11.35023199,69.26896055,62.1860182,29.08018559,0.070339717,-0.39384141,0.39384141,0.070339717,1.410691413,1.635023199,1.635023199,16.3098436,10.63373453,1.705123171,-1.80005424,1.541155188,-1.941433285,4.202369039,0.146882346,1.374971724,2.264689923,12.59917082,3.860965471,2.755392662,2.755392662,2.096890154,1.351954528,1.351954528,0.747214409,0.747214409,0.184306653,0.184306653,0,0,-0.08,8.290494976,4.433364266,2.537596006,2.946728531,27.96019448,10.21305479,0,0,0,0,0,0,3.554399264,0,12.95558504,10.21305479,0,0,0,6.687957487,9.822026821,0,0,23.16863983,0,3.554399264,0,40.46,3.133558223,0,9.822026821,0,0,3.554399264,0,0,10.21305479,0,0,15.63739989,0,0,-0.287579056,0.591346991,1,4.513364266,2,2,0,0,0,0.513364266,2,2,2,0,1,0,0,0.513364266,2.491310565,0,-0.829557983,16.5305088,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,T304,227000,5.356025857,1.302422384,101,0.2,73.2,78,0.11,90.3,1.294871795,1.818181818,0.810631229,0.143,4,0,5,1650,7.874552074,0.132130059,-0.348408523,0.422059748,11.35023199,69.26896055,62.1860182,29.08018559,0.070339717,-0.39384141,0.39384141,0.070339717,1.410691413,1.635023199,1.635023199,16.3098436,10.63373453,1.705123171,-1.80005424,1.541155188,-1.941433285,4.202369039,0.146882346,1.374971724,2.264689923,12.59917082,3.860965471,2.755392662,2.755392662,2.096890154,1.351954528,1.351954528,0.747214409,0.747214409,0.184306653,0.184306653,0,0,-0.08,8.290494976,4.433364266,2.537596006,2.946728531,27.96019448,10.21305479,0,0,0,0,0,0,3.554399264,0,12.95558504,10.21305479,0,0,0,6.687957487,9.822026821,0,0,23.16863983,0,3.554399264,0,40.46,3.133558223,0,9.822026821,0,0,3.554399264,0,0,10.21305479,0,0,15.63739989,0,0,-0.287579056,0.591346991,1,4.513364266,2,2,0,0,0,0.513364266,2,2,2,0,1,0,0,0.513364266,2.491310565,0,-0.829557983,16.5305088,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,T304,345000,5.537819095,0.732230291,91,0.18,75.7,83,0.12,87.6,1.096385542,1.5,0.864155251,0.158,4,0,10,1650,7.874552074,0.132130059,-0.348408523,0.422059748,11.35023199,69.26896055,62.1860182,29.08018559,0.070339717,-0.39384141,0.39384141,0.070339717,1.410691413,1.635023199,1.635023199,16.3098436,10.63373453,1.705123171,-1.80005424,1.541155188,-1.941433285,4.202369039,0.146882346,1.374971724,2.264689923,12.59917082,3.860965471,2.755392662,2.755392662,2.096890154,1.351954528,1.351954528,0.747214409,0.747214409,0.184306653,0.184306653,0,0,-0.08,8.290494976,4.433364266,2.537596006,2.946728531,27.96019448,10.21305479,0,0,0,0,0,0,3.554399264,0,12.95558504,10.21305479,0,0,0,6.687957487,9.822026821,0,0,23.16863983,0,3.554399264,0,40.46,3.133558223,0,9.822026821,0,0,3.554399264,0,0,10.21305479,0,0,15.63739989,0,0,-0.287579056,0.591346991,1,4.513364266,2,2,0,0,0,0.513364266,2,2,2,0,1,0,0,0.513364266,2.491310565,0,-0.829557983,16.5305088,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,T304,632000,5.800717078,0.850687618,90,0.18,76.4,82,0.11,86.5,1.097560976,1.636363636,0.883236994,0.22,4,0,20,1650,7.874552074,0.132130059,-0.348408523,0.422059748,11.35023199,69.26896055,62.1860182,29.08018559,0.070339717,-0.39384141,0.39384141,0.070339717,1.410691413,1.635023199,1.635023199,16.3098436,10.63373453,1.705123171,-1.80005424,1.541155188,-1.941433285,4.202369039,0.146882346,1.374971724,2.264689923,12.59917082,3.860965471,2.755392662,2.755392662,2.096890154,1.351954528,1.351954528,0.747214409,0.747214409,0.184306653,0.184306653,0,0,-0.08,8.290494976,4.433364266,2.537596006,2.946728531,27.96019448,10.21305479,0,0,0,0,0,0,3.554399264,0,12.95558504,10.21305479,0,0,0,6.687957487,9.822026821,0,0,23.16863983,0,3.554399264,0,40.46,3.133558223,0,9.822026821,0,0,3.554399264,0,0,10.21305479,0,0,15.63739989,0,0,-0.287579056,0.591346991,1,4.513364266,2,2,0,0,0,0.513364266,2,2,2,0,1,0,0,0.513364266,2.491310565,0,-0.829557983,16.5305088,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,T704,594000,5.773786445,1.46339174,95,0.11,80.3,85,0.05,94,1.117647059,2.2,0.854255319,0.177,4,0,1,5500,7.901607669,0.132903076,-0.372629722,0.423635243,11.76766118,70.04966444,62.85451712,29.41412894,0.070785642,-0.393825241,0.393825241,0.070785642,1.455217192,1.676766118,1.676766118,16.31044915,10.613722,1.719198306,-1.811002958,1.557260255,-1.951855634,4.217535222,0.142648003,1.375407682,2.296124789,13.31463069,3.909400808,2.803827999,2.803827999,2.116695334,1.37575187,1.37575187,0.779739487,0.779739487,0.193446896,0.193446896,0,0,-0.08,8.446153287,4.48902149,2.496137053,3.05804298,28.31444949,10.21305479,0,0,0,0,0,0,3.939755258,0,12.92759416,10.21305479,0,0,0,7.413043309,9.45430611,0,0,23.14064895,0,3.939755258,0,40.46,3.473288049,0,9.45430611,0,0,3.939755258,0,0,10.21305479,0,0,15.67940048,0,0,-0.318757409,0.682562998,1,4.56902149,2,2,0,0,0,0.56902149,2,2,2,0,1,0,0,0.56902149,2.451165031,0,-0.807935151,16.78625375,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,T704,2190000,6.340444115,0.302825706,88,0.06,85.6,86,0.05,93,1.023255814,1.2,0.920430108,0.22,4,0,5,5500,7.901607669,0.132903076,-0.372629722,0.423635243,11.76766118,70.04966444,62.85451712,29.41412894,0.070785642,-0.393825241,0.393825241,0.070785642,1.455217192,1.676766118,1.676766118,16.31044915,10.613722,1.719198306,-1.811002958,1.557260255,-1.951855634,4.217535222,0.142648003,1.375407682,2.296124789,13.31463069,3.909400808,2.803827999,2.803827999,2.116695334,1.37575187,1.37575187,0.779739487,0.779739487,0.193446896,0.193446896,0,0,-0.08,8.446153287,4.48902149,2.496137053,3.05804298,28.31444949,10.21305479,0,0,0,0,0,0,3.939755258,0,12.92759416,10.21305479,0,0,0,7.413043309,9.45430611,0,0,23.14064895,0,3.939755258,0,40.46,3.473288049,0,9.45430611,0,0,3.939755258,0,0,10.21305479,0,0,15.67940048,0,0,-0.318757409,0.682562998,1,4.56902149,2,2,0,0,0,0.56902149,2,2,2,0,1,0,0,0.56902149,2.451165031,0,-0.807935151,16.78625375,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,T704,1990000,6.298853076,0.245731968,90,0.07,87.1,88,0.06,92.3,1.022727273,1.166666667,0.943661972,0.32,4,0,10,5500,7.901607669,0.132903076,-0.372629722,0.423635243,11.76766118,70.04966444,62.85451712,29.41412894,0.070785642,-0.393825241,0.393825241,0.070785642,1.455217192,1.676766118,1.676766118,16.31044915,10.613722,1.719198306,-1.811002958,1.557260255,-1.951855634,4.217535222,0.142648003,1.375407682,2.296124789,13.31463069,3.909400808,2.803827999,2.803827999,2.116695334,1.37575187,1.37575187,0.779739487,0.779739487,0.193446896,0.193446896,0,0,-0.08,8.446153287,4.48902149,2.496137053,3.05804298,28.31444949,10.21305479,0,0,0,0,0,0,3.939755258,0,12.92759416,10.21305479,0,0,0,7.413043309,9.45430611,0,0,23.14064895,0,3.939755258,0,40.46,3.473288049,0,9.45430611,0,0,3.939755258,0,0,10.21305479,0,0,15.67940048,0,0,-0.318757409,0.682562998,1,4.56902149,2,2,0,0,0,0.56902149,2,2,2,0,1,0,0,0.56902149,2.451165031,0,-0.807935151,16.78625375,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,T704,1020000,6.008600172,0.216695173,91,0.08,86.8,89,0.07,91.5,1.02247191,1.142857143,0.94863388,0.395,4,0,20,5500,7.901607669,0.132903076,-0.372629722,0.423635243,11.76766118,70.04966444,62.85451712,29.41412894,0.070785642,-0.393825241,0.393825241,0.070785642,1.455217192,1.676766118,1.676766118,16.31044915,10.613722,1.719198306,-1.811002958,1.557260255,-1.951855634,4.217535222,0.142648003,1.375407682,2.296124789,13.31463069,3.909400808,2.803827999,2.803827999,2.116695334,1.37575187,1.37575187,0.779739487,0.779739487,0.193446896,0.193446896,0,0,-0.08,8.446153287,4.48902149,2.496137053,3.05804298,28.31444949,10.21305479,0,0,0,0,0,0,3.939755258,0,12.92759416,10.21305479,0,0,0,7.413043309,9.45430611,0,0,23.14064895,0,3.939755258,0,40.46,3.473288049,0,9.45430611,0,0,3.939755258,0,0,10.21305479,0,0,15.67940048,0,0,-0.318757409,0.682562998,1,4.56902149,2,2,0,0,0,0.56902149,2,2,2,0,1,0,0,0.56902149,2.451165031,0,-0.807935151,16.78625375,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,T901,53500,4.728353782,-0.196980873,193,0.38,61.2,252,0.39,65.3,0.765873016,0.974358974,0.937212864,0.068,4,0,1,4700,8.05863859,0.137389674,-0.513209785,0.43277943,14.19042396,74.58087692,66.73449096,31.35233917,0.0733738,-0.3937314,0.3937314,0.0733738,1.713645223,1.919042396,1.919042396,16.31396374,10.49756907,1.800890514,-1.87454942,1.650734211,-2.012347038,4.305559883,0.118071835,1.377937983,2.478573037,17.46716631,4.190519947,3.084947138,3.084947138,2.231644784,1.513871859,1.513871859,0.968515335,0.968515335,0.246496952,0.246496952,0,0,-0.08,9.349595548,4.812056528,2.255508913,3.704113056,30.37054881,10.21305479,0,0,0,0,0,0,6.176364969,0,12.7651348,10.21305479,0,0,0,11.62144804,7.320051742,0,0,22.97818959,0,6.176364969,0,40.46,5.445083065,0,7.320051742,0,0,6.176364969,0,0,10.21305479,0,0,15.92317229,0,0,-0.499716851,1.211981532,1,4.892056528,2,2,0,0,0,0.892056528,2,2,2,0,1,0,0,0.892056528,2.21815999,0,-0.682436039,18.27059975,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,T901,34000,4.531478917,0.433692503,410.1,0.68,3,586,0.77,20.1,0.699829352,0.883116883,0.149253731,0.029,4,0,5,4700,8.05863859,0.137389674,-0.513209785,0.43277943,14.19042396,74.58087692,66.73449096,31.35233917,0.0733738,-0.3937314,0.3937314,0.0733738,1.713645223,1.919042396,1.919042396,16.31396374,10.49756907,1.800890514,-1.87454942,1.650734211,-2.012347038,4.305559883,0.118071835,1.377937983,2.478573037,17.46716631,4.190519947,3.084947138,3.084947138,2.231644784,1.513871859,1.513871859,0.968515335,0.968515335,0.246496952,0.246496952,0,0,-0.08,9.349595548,4.812056528,2.255508913,3.704113056,30.37054881,10.21305479,0,0,0,0,0,0,6.176364969,0,12.7651348,10.21305479,0,0,0,11.62144804,7.320051742,0,0,22.97818959,0,6.176364969,0,40.46,5.445083065,0,7.320051742,0,0,6.176364969,0,0,10.21305479,0,0,15.92317229,0,0,-0.499716851,1.211981532,1,4.892056528,2,2,0,0,0,0.892056528,2,2,2,0,1,0,0,0.892056528,2.21815999,0,-0.682436039,18.27059975,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,T901,37300,4.571708832,0.704411765,456,0.75,2.1,570,0.72,15.3,0.8,1.041666667,0.137254902,0.02,4,0,10,4700,8.05863859,0.137389674,-0.513209785,0.43277943,14.19042396,74.58087692,66.73449096,31.35233917,0.0733738,-0.3937314,0.3937314,0.0733738,1.713645223,1.919042396,1.919042396,16.31396374,10.49756907,1.800890514,-1.87454942,1.650734211,-2.012347038,4.305559883,0.118071835,1.377937983,2.478573037,17.46716631,4.190519947,3.084947138,3.084947138,2.231644784,1.513871859,1.513871859,0.968515335,0.968515335,0.246496952,0.246496952,0,0,-0.08,9.349595548,4.812056528,2.255508913,3.704113056,30.37054881,10.21305479,0,0,0,0,0,0,6.176364969,0,12.7651348,10.21305479,0,0,0,11.62144804,7.320051742,0,0,22.97818959,0,6.176364969,0,40.46,5.445083065,0,7.320051742,0,0,6.176364969,0,0,10.21305479,0,0,15.92317229,0,0,-0.499716851,1.211981532,1,4.892056528,2,2,0,0,0,0.892056528,2,2,2,0,1,0,0,0.892056528,2.21815999,0,-0.682436039,18.27059975,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,T901,14200,4.152288344,0.476620461,473,0.77,2.5,591,0.84,10.4,0.800338409,0.916666667,0.240384615,0.027,4,0,20,4700,8.05863859,0.137389674,-0.513209785,0.43277943,14.19042396,74.58087692,66.73449096,31.35233917,0.0733738,-0.3937314,0.3937314,0.0733738,1.713645223,1.919042396,1.919042396,16.31396374,10.49756907,1.800890514,-1.87454942,1.650734211,-2.012347038,4.305559883,0.118071835,1.377937983,2.478573037,17.46716631,4.190519947,3.084947138,3.084947138,2.231644784,1.513871859,1.513871859,0.968515335,0.968515335,0.246496952,0.246496952,0,0,-0.08,9.349595548,4.812056528,2.255508913,3.704113056,30.37054881,10.21305479,0,0,0,0,0,0,6.176364969,0,12.7651348,10.21305479,0,0,0,11.62144804,7.320051742,0,0,22.97818959,0,6.176364969,0,40.46,5.445083065,0,7.320051742,0,0,6.176364969,0,0,10.21305479,0,0,15.92317229,0,0,-0.499716851,1.211981532,1,4.892056528,2,2,0,0,0,0.892056528,2,2,2,0,1,0,0,0.892056528,2.21815999,0,-0.682436039,18.27059975,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Tween 20,123000,5.089905111,0.612424397,94,0.5,9.8,91,0.43,16.8,1.032967033,1.162790698,0.583333333,0.025,4,0,1,1226,7.983686285,0.155303648,-0.199242404,0.426108963,7.897000567,81.27842074,72.70930834,34.05911151,0.099104052,-0.406112536,0.406112536,0.099104052,0.980149972,1.254962507,1.314512592,16.31271569,10.71395821,1.628331088,-1.740665328,1.490423079,-1.856959917,4.284477212,0.141114562,1.478968086,2.10109503,23.54710612,4.419407715,3.297672834,3.297672834,2.588933778,1.807188745,1.807188745,0.937006385,0.937006385,0.432673948,0.432673948,0.22049811,0.22049811,-0.142527589,161.4266965,5.246974395,3.980216757,3.246974395,33.44884494,9.503501795,0,0,0.829436154,0.666201893,0,8.099450167,0.892174439,0.892174439,11.37770881,10.16970369,0.829436154,0,0,9.883799045,11.37770881,0,0,21.71064676,0.666201893,9.883799045,0,40.02091737,0.829436154,0.666201893,11.37770881,0.892174439,1.784348878,6.245221071,0,0.962054658,9.503501795,0,1.418181549,14.3000372,0,-0.091611179,1.594899856,0.094329218,0.988420817,5.389501984,1.861049802,2,0,0,0,0,1.861049802,1.861049802,2,0,2.250551786,0,0,0,3.874434719,0,-0.331344949,20.46718338,0.138950198,1.722099603,1.722099603,0.138950198,0.138950198,0.138950198,0,0,0,0,0,0,0,0,0,0,1.111601588
