Num.,Polymer,TE,logTE,NDI,Size-neb,PDI-neb,EE-Neb,Size,PDI,EE,NDI-Size,NDI-PDI,NDI-EE,Deff,Arms,hydrophilicity,Concentration,MW,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAtomStereoCenters,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_allylic_oxid,fr_amide,fr_ester,fr_ether,fr_lactone,fr_priamide,fr_unbrch_alkane
1,P105,613000,5.787460475,2.741007524,116,0.22,77.3,77,0.07,85.1,1.506493506,3.142857143,0.908343126,0.071,1,0,1,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P105,861000,5.935003151,2.759259259,105,0.2,75.2,81,0.06,86.4,1.296296296,3.333333333,0.87037037,0.077,1,0,5,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P105,771000,5.887054378,2.769759694,107,0.2,74.6,82,0.06,85.9,1.304878049,3.333333333,0.868451688,0.085,1,0,10,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P105,619000,5.791690649,3.014470791,110,0.21,74.8,79,0.06,85.2,1.392405063,3.5,0.877934272,0.073,1,0,20,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P124,849000,5.92890769,1.030352018,95,0.16,70.5,79,0.1,91.3,1.202531646,1.6,0.772179628,0.083,1,0,1,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,P124,1100000,6.041392685,0.410654386,87,0.14,78.6,78,0.12,90.2,1.115384615,1.166666667,0.871396896,0.192,1,0,5,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,P124,2090000,6.320146286,0.303394714,83,0.11,81.5,83,0.09,88.7,1,1.222222222,0.918827508,0.229,1,0,10,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,P124,1450000,6.161368002,0.296213254,82,0.11,82.6,82,0.09,89.2,1,1.222222222,0.926008969,0.255,1,0,20,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,P237,862000,5.935507266,1.161807707,124,0.15,81.1,89,0.09,90.3,1.393258427,1.666666667,0.898117386,0.19,1,0,1,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,P237,1520000,6.181843588,0.69046972,106,0.13,85.5,88,0.09,89.2,1.204545455,1.444444444,0.958520179,0.41,1,0,5,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,P237,1440000,6.158362492,0.612241055,110,0.13,82.5,100,0.09,88.5,1.1,1.444444444,0.93220339,0.461,1,0,10,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,P237,1170000,6.068185862,0.772160999,113,0.14,80.9,87,0.1,87.3,1.298850575,1.4,0.926689576,0.486,1,0,20,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,P338,432000,5.635483747,1.875252916,97,0.17,66.3,81,0.07,88.3,1.197530864,2.428571429,0.750849377,0.179,1,0,1,15050,7.703056674,0.127230191,-0.194879308,0.412073269,8.704302972,64.32036771,57.94865107,26.96344238,0.067513157,-0.393943895,0.393943895,0.067513157,1.128458984,1.370430297,1.370430297,16.30600528,10.76058656,1.615906106,-1.730654368,1.439071132,-1.875369879,4.106236224,0.173722281,1.372208352,2.065435948,8.064135627,3.553951805,2.448378996,2.448378996,1.971352447,1.201111991,1.201111991,0.541049985,0.541049985,0.126370035,0.126370035,0,0,-0.08,7.303834577,4.08057373,2.800388957,2.241147459,25.71470314,10.21305479,0,0,0,0,0,0,1.111770305,0,13.1330089,10.21305479,0,0,0,2.091906953,12.15287225,0,0,23.34606369,0,1.111770305,0,40.46,0.980136648,0,12.15287225,0,0,1.111770305,0,0,10.21305479,0,0,15.37117369,0,0,-0.089951024,0.013162501,1,4.16057373,2,2,0,0,0,0.16057373,2,2,2,0,1,0,0,0.16057373,2.745778234,0,-0.966617106,14.90943629,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,P338,1010000,6.004321374,0.183261363,78.5,0.13,70.1,81,0.13,89.2,0.969135802,1,0.785874439,0.306,1,0,5,15050,7.703056674,0.127230191,-0.194879308,0.412073269,8.704302972,64.32036771,57.94865107,26.96344238,0.067513157,-0.393943895,0.393943895,0.067513157,1.128458984,1.370430297,1.370430297,16.30600528,10.76058656,1.615906106,-1.730654368,1.439071132,-1.875369879,4.106236224,0.173722281,1.372208352,2.065435948,8.064135627,3.553951805,2.448378996,2.448378996,1.971352447,1.201111991,1.201111991,0.541049985,0.541049985,0.126370035,0.126370035,0,0,-0.08,7.303834577,4.08057373,2.800388957,2.241147459,25.71470314,10.21305479,0,0,0,0,0,0,1.111770305,0,13.1330089,10.21305479,0,0,0,2.091906953,12.15287225,0,0,23.34606369,0,1.111770305,0,40.46,0.980136648,0,12.15287225,0,0,1.111770305,0,0,10.21305479,0,0,15.37117369,0,0,-0.089951024,0.013162501,1,4.16057373,2,2,0,0,0,0.16057373,2,2,2,0,1,0,0,0.16057373,2.745778234,0,-0.966617106,14.90943629,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,P338,1150000,6.06069784,1.283371472,80,0.13,77.2,80,0.06,87.4,1,2.166666667,0.883295195,0.431,1,0,10,15050,7.703056674,0.127230191,-0.194879308,0.412073269,8.704302972,64.32036771,57.94865107,26.96344238,0.067513157,-0.393943895,0.393943895,0.067513157,1.128458984,1.370430297,1.370430297,16.30600528,10.76058656,1.615906106,-1.730654368,1.439071132,-1.875369879,4.106236224,0.173722281,1.372208352,2.065435948,8.064135627,3.553951805,2.448378996,2.448378996,1.971352447,1.201111991,1.201111991,0.541049985,0.541049985,0.126370035,0.126370035,0,0,-0.08,7.303834577,4.08057373,2.800388957,2.241147459,25.71470314,10.21305479,0,0,0,0,0,0,1.111770305,0,13.1330089,10.21305479,0,0,0,2.091906953,12.15287225,0,0,23.34606369,0,1.111770305,0,40.46,0.980136648,0,12.15287225,0,0,1.111770305,0,0,10.21305479,0,0,15.37117369,0,0,-0.089951024,0.013162501,1,4.16057373,2,2,0,0,0,0.16057373,2,2,2,0,1,0,0,0.16057373,2.745778234,0,-0.966617106,14.90943629,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,P338,1300000,6.113943352,2.342655367,84,0.13,80.3,84,0.04,88.5,1,3.25,0.907344633,0.468,1,0,20,15050,7.703056674,0.127230191,-0.194879308,0.412073269,8.704302972,64.32036771,57.94865107,26.96344238,0.067513157,-0.393943895,0.393943895,0.067513157,1.128458984,1.370430297,1.370430297,16.30600528,10.76058656,1.615906106,-1.730654368,1.439071132,-1.875369879,4.106236224,0.173722281,1.372208352,2.065435948,8.064135627,3.553951805,2.448378996,2.448378996,1.971352447,1.201111991,1.201111991,0.541049985,0.541049985,0.126370035,0.126370035,0,0,-0.08,7.303834577,4.08057373,2.800388957,2.241147459,25.71470314,10.21305479,0,0,0,0,0,0,1.111770305,0,13.1330089,10.21305479,0,0,0,2.091906953,12.15287225,0,0,23.34606369,0,1.111770305,0,40.46,0.980136648,0,12.15287225,0,0,1.111770305,0,0,10.21305479,0,0,15.37117369,0,0,-0.089951024,0.013162501,1,4.16057373,2,2,0,0,0,0.16057373,2,2,2,0,1,0,0,0.16057373,2.745778234,0,-0.966617106,14.90943629,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,P407,778000,5.890979597,0.959131682,71,0.19,74.1,61,0.11,79.5,1.163934426,1.727272727,0.932075472,0.103,1,0,1,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,P407,528000,5.722633923,0.574016563,70,0.2,32.5,69,0.15,42,1.014492754,1.333333333,0.773809524,0.194,1,0,5,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,P407,495000,5.694605199,-0.715367965,71,0.2,28.3,71,0.14,13.2,1,1.428571429,2.143939394,0.249,1,0,10,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,P407,403000,5.605305046,-0.44017094,76,0.21,22.7,76,0.14,11.7,1,1.5,1.94017094,0.295,1,0,20,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4 arm PEG10K,116400,5.06595298,2.484439256,121,0.25,67.3,71,0.1,93.5,1.704225352,2.5,0.719786096,0.079,4,1,1,10000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4 arm PEG10K,214700,5.331832044,2.273230715,115,0.24,68.2,72,0.1,94.2,1.597222222,2.4,0.723991507,0.11,4,1,5,10000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4 arm PEG10K,583200,5.765817515,1.983793984,108,0.21,70.4,77,0.09,93.6,1.402597403,2.333333333,0.752136752,0.144,4,1,10,10000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
