Num.,Polymer,m1,c1,m2,c2,Size-neb,PDI-neb,EE-neb,Size,PDI,EE,NDI-Size,NDI-PDI,NDI-EE,Deff,Arms,hydrophilicity,Concentration,MW,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAtomStereoCenters,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_allylic_oxid,fr_amide,fr_ester,fr_ether,fr_lactone,fr_priamide,fr_unbrch_alkane
49,P188,PPG,29,PEG,152,103,0.2,72.5,81,0.09,94.8,1.271604938,2.222222222,0.764767932,0.197,1,0,1,8400,7.717150137,0.127632861,-0.207496313,0.412893956,8.921744964,64.72704221,58.29687717,27.13739597,0.067745444,-0.393935473,0.393935473,0.067745444,1.151652796,1.392174496,1.392174496,16.30632071,10.75016189,1.623237949,-1.736357638,1.447460382,-1.880798958,4.114136402,0.17151658,1.372435445,2.081810606,8.436824039,3.579182135,2.473609326,2.473609326,1.981669114,1.213508204,1.213508204,0.557992542,0.557992542,0.131131256,0.131131256,0,0,-0.08,7.384918159,4.109565995,2.778792677,2.29913199,25.89923724,10.21305479,0,0,0,0,0,0,1.312505132,0,13.11842824,10.21305479,0,0,0,2.469609596,11.96132378,0,0,23.33148303,0,1.312505132,0,40.46,1.157104463,0,11.96132378,0,0,1.312505132,0,0,10.21305479,0,0,15.39305212,0,0,-0.106192062,0.060677603,1,4.189565995,2,2,0,0,0,0.189565995,2,2,2,0,1,0,0,0.189565995,2.724866125,0,-0.955353611,15.04265575,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,P188,PPG,29,PEG,152,91,0.15,74.1,79,0.08,96.1,1.151898734,1.875,0.7710718,0.414,1,0,5,8400,7.717150137,0.127632861,-0.207496313,0.412893956,8.921744964,64.72704221,58.29687717,27.13739597,0.067745444,-0.393935473,0.393935473,0.067745444,1.151652796,1.392174496,1.392174496,16.30632071,10.75016189,1.623237949,-1.736357638,1.447460382,-1.880798958,4.114136402,0.17151658,1.372435445,2.081810606,8.436824039,3.579182135,2.473609326,2.473609326,1.981669114,1.213508204,1.213508204,0.557992542,0.557992542,0.131131256,0.131131256,0,0,-0.08,7.384918159,4.109565995,2.778792677,2.29913199,25.89923724,10.21305479,0,0,0,0,0,0,1.312505132,0,13.11842824,10.21305479,0,0,0,2.469609596,11.96132378,0,0,23.33148303,0,1.312505132,0,40.46,1.157104463,0,11.96132378,0,0,1.312505132,0,0,10.21305479,0,0,15.39305212,0,0,-0.106192062,0.060677603,1,4.189565995,2,2,0,0,0,0.189565995,2,2,2,0,1,0,0,0.189565995,2.724866125,0,-0.955353611,15.04265575,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,P188,PPG,29,PEG,152,88,0.12,75.2,83,0.07,96.3,1.060240964,1.714285714,0.780893043,0.461,1,0,10,8400,7.717150137,0.127632861,-0.207496313,0.412893956,8.921744964,64.72704221,58.29687717,27.13739597,0.067745444,-0.393935473,0.393935473,0.067745444,1.151652796,1.392174496,1.392174496,16.30632071,10.75016189,1.623237949,-1.736357638,1.447460382,-1.880798958,4.114136402,0.17151658,1.372435445,2.081810606,8.436824039,3.579182135,2.473609326,2.473609326,1.981669114,1.213508204,1.213508204,0.557992542,0.557992542,0.131131256,0.131131256,0,0,-0.08,7.384918159,4.109565995,2.778792677,2.29913199,25.89923724,10.21305479,0,0,0,0,0,0,1.312505132,0,13.11842824,10.21305479,0,0,0,2.469609596,11.96132378,0,0,23.33148303,0,1.312505132,0,40.46,1.157104463,0,11.96132378,0,0,1.312505132,0,0,10.21305479,0,0,15.39305212,0,0,-0.106192062,0.060677603,1,4.189565995,2,2,0,0,0,0.189565995,2,2,2,0,1,0,0,0.189565995,2.724866125,0,-0.955353611,15.04265575,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,P188,PPG,29,PEG,152,85,0.1,79.4,82,0.04,90.8,1.036585366,2.5,0.874449339,0.486,1,0,20,8400,7.717150137,0.127632861,-0.207496313,0.412893956,8.921744964,64.72704221,58.29687717,27.13739597,0.067745444,-0.393935473,0.393935473,0.067745444,1.151652796,1.392174496,1.392174496,16.30632071,10.75016189,1.623237949,-1.736357638,1.447460382,-1.880798958,4.114136402,0.17151658,1.372435445,2.081810606,8.436824039,3.579182135,2.473609326,2.473609326,1.981669114,1.213508204,1.213508204,0.557992542,0.557992542,0.131131256,0.131131256,0,0,-0.08,7.384918159,4.109565995,2.778792677,2.29913199,25.89923724,10.21305479,0,0,0,0,0,0,1.312505132,0,13.11842824,10.21305479,0,0,0,2.469609596,11.96132378,0,0,23.33148303,0,1.312505132,0,40.46,1.157104463,0,11.96132378,0,0,1.312505132,0,0,10.21305479,0,0,15.39305212,0,0,-0.106192062,0.060677603,1,4.189565995,2,2,0,0,0,0.189565995,2,2,2,0,1,0,0,0.189565995,2.724866125,0,-0.955353611,15.04265575,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,P407,PPG,56,PEG,202,71,0.19,74.1,61,0.11,79.5,1.163934426,1.727272727,0.932075472,0.103,1,0,1,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,P407,PPG,56,PEG,202,70,0.2,32.5,69,0.15,42,1.014492754,1.333333333,0.773809524,0.194,1,0,5,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,P407,PPG,56,PEG,202,71,0.2,28.3,71,0.14,13.2,1,1.428571429,2.143939394,0.249,1,0,10,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,P407,PPG,56,PEG,202,76,0.21,22.7,76,0.14,11.7,1,1.5,1.94017094,0.295,1,0,20,12220,7.748309012,0.128523115,-0.235390925,0.414708392,9.402481901,65.62614848,59.06676135,27.52198552,0.068258999,-0.393916853,0.393916853,0.068258999,1.202931403,1.44024819,1.44024819,16.30701809,10.72711423,1.639447733,-1.74896685,1.466007961,-1.892801971,4.131602704,0.166640051,1.37293752,2.118012917,9.260791316,3.634963227,2.529390418,2.529390418,2.004477969,1.240914676,1.240914676,0.595450408,0.595450408,0.141657719,0.141657719,0,0,-0.08,7.564183776,4.173664254,2.731046015,2.427328507,26.30721894,10.21305479,0,0,0,0,0,0,1.756304628,0,13.08619222,10.21305479,0,0,0,3.304662706,11.53783415,0,0,23.29924701,0,1.756304628,0,40.46,1.548358077,0,11.53783415,0,0,1.756304628,0,0,10.21305479,0,0,15.44142256,0,0,-0.142098957,0.165727527,1,4.253664254,2,2,0,0,0,0.253664254,2,2,2,0,1,0,0,0.253664254,2.678632077,0,-0.930451438,15.33718724,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,P124,PPG,20,PEG,24,95,0.16,70.5,79,0.1,91.3,1.202531646,1.6,0.772179628,0.083,1,0,1,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,P124,PPG,20,PEG,24,87,0.14,78.6,78,0.12,90.2,1.115384615,1.166666667,0.871396896,0.192,1,0,5,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,P124,PPG,20,PEG,24,83,0.11,81.5,83,0.09,88.7,1,1.222222222,0.918827508,0.229,1,0,10,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,P124,PPG,20,PEG,24,82,0.11,82.6,82,0.09,89.2,1,1.222222222,0.926008969,0.255,1,0,20,2225,7.87065985,0.132018853,-0.344924056,0.421833097,11.29018055,69.15664834,62.08984781,29.03214444,0.070275566,-0.393843736,0.393843736,0.070275566,1.404285925,1.629018055,1.629018055,16.30975649,10.63661354,1.703098319,-1.798479155,1.53883831,-1.939933924,4.200187229,0.1474915,1.374909008,2.260167697,12.49624462,3.853997554,2.748424745,2.748424745,2.094040976,1.348531038,1.348531038,0.742535345,0.742535345,0.182991736,0.182991736,0,0,-0.08,8.268101939,4.425357406,2.5435603,2.930714812,27.90923128,10.21305479,0,0,0,0,0,0,3.498961872,0,12.95961182,10.21305479,0,0,0,6.583646494,9.874927198,0,0,23.17266661,0,3.498961872,0,40.46,3.084684621,0,9.874927198,0,0,3.498961872,0,0,10.21305479,0,0,15.63135767,0,0,-0.283093732,0.578224638,1,4.505357406,2,2,0,0,0,0.505357406,2,2,2,0,1,0,0,0.505357406,2.497085909,0,-0.832668648,16.49371728,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,P237,PPG,23,PEG,128,124,0.15,81.1,89,0.09,90.3,1.393258427,1.666666667,0.898117386,0.19,1,0,1,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,P237,PPG,23,PEG,128,106,0.13,85.5,88,0.09,89.2,1.204545455,1.444444444,0.958520179,0.41,1,0,5,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,P237,PPG,23,PEG,128,110,0.13,82.5,100,0.09,88.5,1.1,1.444444444,0.93220339,0.461,1,0,10,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,P237,PPG,23,PEG,128,113,0.14,80.9,87,0.1,87.3,1.298850575,1.4,0.926689576,0.486,1,0,20,7835,7.712755969,0.127507313,-0.203562486,0.412638076,8.85394923,64.60024611,58.18830456,27.08315938,0.06767302,-0.393938099,0.393938099,0.06767302,1.144421251,1.385394923,1.385394923,16.30622236,10.75341217,1.620951971,-1.734579429,1.444844718,-1.879106238,4.111673224,0.17220429,1.37236464,2.076705189,8.320624385,3.571315629,2.46574282,2.46574282,1.978452504,1.209643218,1.209643218,0.552710062,0.552710062,0.129646766,0.129646766,0,0,-0.08,7.359637297,4.100526564,2.785526131,2.281053128,25.84170178,10.21305479,0,0,0,0,0,0,1.249918487,0,13.12297431,10.21305479,0,0,0,2.351846567,12.02104623,0,0,23.3360291,0,1.249918487,0,40.46,1.101928079,0,12.02104623,0,0,1.249918487,0,0,10.21305479,0,0,15.38623069,0,0,-0.101128307,0.04586298,1,4.180526564,2,2,0,0,0,0.180526564,2,2,2,0,1,0,0,0.180526564,2.731386263,0,-0.95886543,15.00111956,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,P105,PPG,16,PEG,22,116,0.22,77.3,77,0.07,85.1,1.506493506,3.142857143,0.908343126,0.071,1,0,1,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,P105,PPG,16,PEG,22,105,0.2,75.2,81,0.06,86.4,1.296296296,3.333333333,0.87037037,0.077,1,0,5,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,P105,PPG,16,PEG,22,107,0.2,74.6,82,0.06,85.9,1.304878049,3.333333333,0.868451688,0.085,1,0,10,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,P105,PPG,16,PEG,22,110,0.21,74.8,79,0.06,85.2,1.392405063,3.5,0.877934272,0.073,1,0,20,1900,7.854131372,0.131546611,-0.330127133,0.420870614,11.03516974,68.67971012,61.6814565,28.82813579,0.070003146,-0.393853613,0.393853613,0.070003146,1.377084772,1.603516974,1.603516974,16.30938656,10.64883935,1.694499708,-1.791790496,1.528999597,-1.933566829,4.190922088,0.150078294,1.374642678,2.240963887,12.05916449,3.824408021,2.718835212,2.718835212,2.081941834,1.333993053,1.333993053,0.722665516,0.722665516,0.177407889,0.177407889,0,0,-0.08,8.173009039,4.391355965,2.568887904,2.862711931,27.69281408,10.21305479,0,0,0,0,0,0,3.263544831,0,12.97671167,10.21305479,0,0,0,6.140685801,10.0995707,0,0,23.18976646,0,3.263544831,0,40.46,2.877140969,0,10.0995707,0,0,3.263544831,0,0,10.21305479,0,0,15.60569918,0,0,-0.264046629,0.522500054,1,4.471355965,2,2,0,0,0,0.471355965,2,2,2,0,1,0,0,0.471355965,2.521611135,0,-0.845878207,16.33748066,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,P181,PPG,31,PEG,4,258,0.32,42.4,235,0.27,57.3,1.09787234,1.185185185,0.739965096,0.035,1,0,1,2000,8.064821225,0.137566321,-0.518744716,0.433139455,14.28581319,74.75928021,66.88725363,31.42865055,0.073475702,-0.393727705,0.393727705,0.073475702,1.723820073,1.928581319,1.928581319,16.31410211,10.49299589,1.804106907,-1.877051376,1.654414475,-2.014728711,4.309025598,0.11710422,1.378037606,2.485756405,17.6306603,4.201588194,3.096015385,3.096015385,2.236170584,1.519309931,1.519309931,0.975947834,0.975947834,0.248585643,0.248585643,0,0,-0.08,9.385165955,4.824775092,2.246034881,3.729550183,30.45150173,10.21305479,0,0,0,0,0,0,6.264424959,0,12.75873844,10.21305479,0,0,0,11.78714171,7.236021695,0,0,22.97179323,0,6.264424959,0,40.46,5.522716748,0,7.236021695,0,0,6.264424959,0,0,10.21305479,0,0,15.93277009,0,0,-0.506841602,1.232825845,1,4.904775092,2,2,0,0,0,0.904775092,2,2,2,0,1,0,0,0.904775092,2.208986096,0,-0.677494877,18.32904155,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,P181,PPG,31,PEG,4,276,0.33,41.3,251,0.26,56.9,1.099601594,1.269230769,0.725834798,0.041,1,0,5,2000,8.064821225,0.137566321,-0.518744716,0.433139455,14.28581319,74.75928021,66.88725363,31.42865055,0.073475702,-0.393727705,0.393727705,0.073475702,1.723820073,1.928581319,1.928581319,16.31410211,10.49299589,1.804106907,-1.877051376,1.654414475,-2.014728711,4.309025598,0.11710422,1.378037606,2.485756405,17.6306603,4.201588194,3.096015385,3.096015385,2.236170584,1.519309931,1.519309931,0.975947834,0.975947834,0.248585643,0.248585643,0,0,-0.08,9.385165955,4.824775092,2.246034881,3.729550183,30.45150173,10.21305479,0,0,0,0,0,0,6.264424959,0,12.75873844,10.21305479,0,0,0,11.78714171,7.236021695,0,0,22.97179323,0,6.264424959,0,40.46,5.522716748,0,7.236021695,0,0,6.264424959,0,0,10.21305479,0,0,15.93277009,0,0,-0.506841602,1.232825845,1,4.904775092,2,2,0,0,0,0.904775092,2,2,2,0,1,0,0,0.904775092,2.208986096,0,-0.677494877,18.32904155,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
